timestamp,action,side,price,qty
10:00:041,ADD,ASK,150.09,10
10:00:042,ADD,BID,149.86,10
10:00:042,ADD,ASK,150.06,10
10:00:043,ADD,BID,149.90,10
10:00:043,ADD,ASK,150.10,10
10:00:044,ADD,BID,149.94,10
10:00:044,ADD,ASK,150.14,10
10:00:045,ADD,BID,149.95,10
10:00:045,ADD,ASK,150.15,10
10:00:046,ADD,BID,149.98,10
10:00:046,ADD,ASK,150.18,10
10:00:047,ADD,BID,149.95,10
10:00:047,ADD,ASK,150.15,10
10:00:048,ADD,BID,149.93,10
10:00:048,ADD,ASK,150.13,10
10:00:049,ADD,BID,149.97,10
10:00:049,ADD,ASK,150.17,10
10:00:050,ADD,BID,149.96,10
10:00:050,ADD,ASK,150.16,10
10:00:051,ADD,BID,149.95,10
10:00:051,ADD,ASK,150.15,10
10:00:052,ADD,BID,149.99,10
10:00:052,ADD,ASK,150.19,10
10:00:053,ADD,BID,150.01,10
10:00:053,ADD,ASK,150.21,10
10:00:054,ADD,BID,150.02,10
10:00:054,ADD,ASK,150.22,10
10:00:055,ADD,BID,150.07,10
10:00:055,ADD,ASK,150.27,10
10:00:056,ADD,BID,150.06,10
10:00:056,ADD,ASK,150.26,10
10:00:057,ADD,BID,150.04,10
10:00:057,ADD,ASK,150.24,10
10:00:058,ADD,BID,150.00,10
10:00:058,ADD,ASK,150.20,10
10:00:059,ADD,BID,150.01,10
10:00:059,ADD,ASK,150.21,10
10:00:060,ADD,BID,149.97,10
10:00:060,ADD,ASK,150.17,10
10:00:061,ADD,BID,149.96,10
10:00:061,ADD,ASK,150.16,10
10:00:062,ADD,BID,149.96,10
10:00:062,ADD,ASK,150.16,10
10:00:063,ADD,BID,149.95,10
10:00:063,ADD,ASK,150.15,10
10:00:064,ADD,BID,150.00,10
10:00:064,ADD,ASK,150.20,10
10:00:065,ADD,BID,149.99,10
10:00:065,ADD,ASK,150.19,10
10:00:066,ADD,BID,149.99,10
10:00:066,ADD,ASK,150.19,10
10:00:067,ADD,BID,149.96,10
10:00:067,ADD,ASK,150.16,10
10:00:068,ADD,BID,149.95,10
10:00:068,ADD,ASK,150.15,10
10:00:069,ADD,BID,149.92,10
10:00:069,ADD,ASK,150.12,10
10:00:070,ADD,BID,149.89,10
10:00:070,ADD,ASK,150.09,10
10:00:071,ADD,BID,149.88,10
10:00:071,ADD,ASK,150.08,10
10:00:072,ADD,BID,149.86,10
10:00:072,ADD,ASK,150.06,10
10:00:073,ADD,BID,149.81,10
10:00:073,ADD,ASK,150.01,10
10:00:074,ADD,BID,149.80,10
10:00:074,ADD,ASK,150.00,10
10:00:075,ADD,BID,149.75,10
10:00:075,ADD,ASK,149.95,10
10:00:076,ADD,BID,149.73,10
10:00:076,ADD,ASK,149.93,10
10:00:077,ADD,BID,149.68,10
10:00:077,ADD,ASK,149.88,10
10:00:078,ADD,BID,149.65,10
10:00:078,ADD,ASK,149.85,10
10:00:079,ADD,BID,149.60,10
10:00:079,ADD,ASK,149.80,10
10:00:080,ADD,BID,149.64,10
10:00:080,ADD,ASK,149.84,10
10:00:081,ADD,BID,149.61,10
10:00:081,ADD,ASK,149.81,10
10:00:082,ADD,BID,149.65,10
10:00:082,ADD,ASK,149.85,10
10:00:083,ADD,BID,149.63,10
10:00:083,ADD,ASK,149.83,10
10:00:084,ADD,BID,149.66,10
10:00:084,ADD,ASK,149.86,10
10:00:085,ADD,BID,149.67,10
10:00:085,ADD,ASK,149.87,10
10:00:086,ADD,BID,149.69,10
10:00:086,ADD,ASK,149.89,10
10:00:087,ADD,BID,149.69,10
10:00:087,ADD,ASK,149.89,10
10:00:088,ADD,BID,149.67,10
10:00:088,ADD,ASK,149.87,10
10:00:089,ADD,BID,149.67,10
10:00:089,ADD,ASK,149.87,10
10:00:090,ADD,BID,149.71,10
10:00:090,ADD,ASK,149.91,10
10:00:091,ADD,BID,149.72,10
10:00:091,ADD,ASK,149.92,10
10:00:092,ADD,BID,149.69,10
10:00:092,ADD,ASK,149.89,10
10:00:093,ADD,BID,149.68,10
10:00:093,ADD,ASK,149.88,10
10:00:094,ADD,BID,149.73,10
10:00:094,ADD,ASK,149.93,10
10:00:095,ADD,BID,149.77,10
10:00:095,ADD,ASK,149.97,10
10:00:096,ADD,BID,149.81,10
10:00:096,ADD,ASK,150.01,10
10:00:097,ADD,BID,149.77,10
10:00:097,ADD,ASK,149.97,10
10:00:098,ADD,BID,149.79,10
10:00:098,ADD,ASK,149.99,10
10:00:099,ADD,BID,149.79,10
10:00:099,ADD,ASK,149.99,10
10:00:100,ADD,BID,149.77,10
10:00:100,ADD,ASK,149.97,10
10:00:101,ADD,BID,149.72,10
10:00:101,ADD,ASK,149.92,10
10:00:102,ADD,BID,149.72,10
10:00:102,ADD,ASK,149.92,10
10:00:103,ADD,BID,149.70,10
10:00:103,ADD,ASK,149.90,10
10:00:104,ADD,BID,149.68,10
10:00:104,ADD,ASK,149.88,10
10:00:105,ADD,BID,149.67,10
10:00:105,ADD,ASK,149.87,10
10:00:106,ADD,BID,149.67,10
10:00:106,ADD,ASK,149.87,10
10:00:107,ADD,BID,149.70,10
10:00:107,ADD,ASK,149.90,10
10:00:108,ADD,BID,149.71,10
10:00:108,ADD,ASK,149.91,10
10:00:109,ADD,BID,149.68,10
10:00:109,ADD,ASK,149.88,10
10:00:110,ADD,BID,149.67,10
10:00:110,ADD,ASK,149.87,10
10:00:111,ADD,BID,149.70,10
10:00:111,ADD,ASK,149.90,10
10:00:112,ADD,BID,149.70,10
10:00:112,ADD,ASK,149.90,10
10:00:113,ADD,BID,149.73,10
10:00:113,ADD,ASK,149.93,10
10:00:114,ADD,BID,149.75,10
10:00:114,ADD,ASK,149.95,10
10:00:115,ADD,BID,149.72,10
10:00:115,ADD,ASK,149.92,10
10:00:116,ADD,BID,149.73,10
10:00:116,ADD,ASK,149.93,10
10:00:117,ADD,BID,149.73,10
10:00:117,ADD,ASK,149.93,10
10:00:118,ADD,BID,149.73,10
10:00:118,ADD,ASK,149.93,10
10:00:119,ADD,BID,149.70,10
10:00:119,ADD,ASK,149.90,10
10:00:120,ADD,BID,149.68,10
10:00:120,ADD,ASK,149.88,10
10:00:121,ADD,BID,149.68,10
10:00:121,ADD,ASK,149.88,10
10:00:122,ADD,BID,149.70,10
10:00:122,ADD,ASK,149.90,10
10:00:123,ADD,BID,149.75,10
10:00:123,ADD,ASK,149.95,10
10:00:124,ADD,BID,149.71,10
10:00:124,ADD,ASK,149.91,10
10:00:125,ADD,BID,149.71,10
10:00:125,ADD,ASK,149.91,10
10:00:126,ADD,BID,149.71,10
10:00:126,ADD,ASK,149.91,10
10:00:127,ADD,BID,149.68,10
10:00:127,ADD,ASK,149.88,10
10:00:128,ADD,BID,149.71,10
10:00:128,ADD,ASK,149.91,10
10:00:129,ADD,BID,149.71,10
10:00:129,ADD,ASK,149.91,10
10:00:130,ADD,BID,149.69,10
10:00:130,ADD,ASK,149.89,10
10:00:131,ADD,BID,149.64,10
10:00:131,ADD,ASK,149.84,10
10:00:132,ADD,BID,149.61,10
10:00:132,ADD,ASK,149.81,10
10:00:133,ADD,BID,149.60,10
10:00:133,ADD,ASK,149.80,10
10:00:134,ADD,BID,149.64,10
10:00:134,ADD,ASK,149.84,10
10:00:135,ADD,BID,149.67,10
10:00:135,ADD,ASK,149.87,10
10:00:136,ADD,BID,149.68,10
10:00:136,ADD,ASK,149.88,10
10:00:137,ADD,BID,149.69,10
10:00:137,ADD,ASK,149.89,10
10:00:138,ADD,BID,149.66,10
10:00:138,ADD,ASK,149.86,10
10:00:139,ADD,BID,149.67,10
10:00:139,ADD,ASK,149.87,10
10:00:140,ADD,BID,149.63,10
10:00:140,ADD,ASK,149.83,10
10:00:141,ADD,BID,149.64,10
10:00:141,ADD,ASK,149.84,10
10:00:142,ADD,BID,149.61,10
10:00:142,ADD,ASK,149.81,10
10:00:143,ADD,BID,149.64,10
10:00:143,ADD,ASK,149.84,10
10:00:144,ADD,BID,149.65,10
10:00:144,ADD,ASK,149.85,10
10:00:145,ADD,BID,149.68,10
10:00:145,ADD,ASK,149.88,10
10:00:146,ADD,BID,149.68,10
10:00:146,ADD,ASK,149.88,10
10:00:147,ADD,BID,149.63,10
10:00:147,ADD,ASK,149.83,10
10:00:148,ADD,BID,149.60,10
10:00:148,ADD,ASK,149.80,10
10:00:149,ADD,BID,149.57,10
10:00:149,ADD,ASK,149.77,10
10:00:150,ADD,BID,149.56,10
10:00:150,ADD,ASK,149.76,10
10:00:151,ADD,BID,149.58,10
10:00:151,ADD,ASK,149.78,10
10:00:152,ADD,BID,149.56,10
10:00:152,ADD,ASK,149.76,10
10:00:153,ADD,BID,149.53,10
10:00:153,ADD,ASK,149.73,10
10:00:154,ADD,BID,149.52,10
10:00:154,ADD,ASK,149.72,10
10:00:155,ADD,BID,149.55,10
10:00:155,ADD,ASK,149.75,10
10:00:156,ADD,BID,149.53,10
10:00:156,ADD,ASK,149.73,10
10:00:157,ADD,BID,149.54,10
10:00:157,ADD,ASK,149.74,10
10:00:158,ADD,BID,149.55,10
10:00:158,ADD,ASK,149.75,10
10:00:159,ADD,BID,149.60,10
10:00:159,ADD,ASK,149.80,10
10:00:160,ADD,BID,149.61,10
10:00:160,ADD,ASK,149.81,10
10:00:161,ADD,BID,149.64,10
10:00:161,ADD,ASK,149.84,10
10:00:162,ADD,BID,149.63,10
10:00:162,ADD,ASK,149.83,10
10:00:163,ADD,BID,149.68,10
10:00:163,ADD,ASK,149.88,10
10:00:164,ADD,BID,149.70,10
10:00:164,ADD,ASK,149.90,10
10:00:165,ADD,BID,149.74,10
10:00:165,ADD,ASK,149.94,10
10:00:166,ADD,BID,149.76,10
10:00:166,ADD,ASK,149.96,10
10:00:167,ADD,BID,149.75,10
10:00:167,ADD,ASK,149.95,10
10:00:168,ADD,BID,149.77,10
10:00:168,ADD,ASK,149.97,10
10:00:169,ADD,BID,149.80,10
10:00:169,ADD,ASK,150.00,10
10:00:170,ADD,BID,149.84,10
10:00:170,ADD,ASK,150.04,10
10:00:171,ADD,BID,149.87,10
10:00:171,ADD,ASK,150.07,10
10:00:172,ADD,BID,149.85,10
10:00:172,ADD,ASK,150.05,10
10:00:173,ADD,BID,149.81,10
10:00:173,ADD,ASK,150.01,10
10:00:174,ADD,BID,149.85,10
10:00:174,ADD,ASK,150.05,10
10:00:175,ADD,BID,149.86,10
10:00:175,ADD,ASK,150.06,10
10:00:176,ADD,BID,149.84,10
10:00:176,ADD,ASK,150.04,10
10:00:177,ADD,BID,149.86,10
10:00:177,ADD,ASK,150.06,10
10:00:178,ADD,BID,149.88,10
10:00:178,ADD,ASK,150.08,10
10:00:179,ADD,BID,149.85,10
10:00:179,ADD,ASK,150.05,10
10:00:180,ADD,BID,149.88,10
10:00:180,ADD,ASK,150.08,10
10:00:181,ADD,BID,149.93,10
10:00:181,ADD,ASK,150.13,10
10:00:182,ADD,BID,149.90,10
10:00:182,ADD,ASK,150.10,10
10:00:183,ADD,BID,149.93,10
10:00:183,ADD,ASK,150.13,10
10:00:184,ADD,BID,149.96,10
10:00:184,ADD,ASK,150.16,10
10:00:185,ADD,BID,149.98,10
10:00:185,ADD,ASK,150.18,10
10:00:186,ADD,BID,150.01,10
10:00:186,ADD,ASK,150.21,10
10:00:187,ADD,BID,149.96,10
10:00:187,ADD,ASK,150.16,10
10:00:188,ADD,BID,150.00,10
10:00:188,ADD,ASK,150.20,10
10:00:189,ADD,BID,149.96,10
10:00:189,ADD,ASK,150.16,10
10:00:190,ADD,BID,149.92,10
10:00:190,ADD,ASK,150.12,10
10:00:191,ADD,BID,149.94,10
10:00:191,ADD,ASK,150.14,10
10:00:192,ADD,BID,149.90,10
10:00:192,ADD,ASK,150.10,10
10:00:193,ADD,BID,149.87,10
10:00:193,ADD,ASK,150.07,10
10:00:194,ADD,BID,149.85,10
10:00:194,ADD,ASK,150.05,10
10:00:195,ADD,BID,149.82,10
10:00:195,ADD,ASK,150.02,10
10:00:196,ADD,BID,149.85,10
10:00:196,ADD,ASK,150.05,10
10:00:197,ADD,BID,149.81,10
10:00:197,ADD,ASK,150.01,10
10:00:198,ADD,BID,149.78,10
10:00:198,ADD,ASK,149.98,10
10:00:199,ADD,BID,149.77,10
10:00:199,ADD,ASK,149.97,10
10:00:200,ADD,BID,149.78,10
10:00:200,ADD,ASK,149.98,10
10:00:201,ADD,BID,149.75,10
10:00:201,ADD,ASK,149.95,10
10:00:202,ADD,BID,149.77,10
10:00:202,ADD,ASK,149.97,10
10:00:203,ADD,BID,149.75,10
10:00:203,ADD,ASK,149.95,10
10:00:204,ADD,BID,149.76,10
10:00:204,ADD,ASK,149.96,10
10:00:205,ADD,BID,149.77,10
10:00:205,ADD,ASK,149.97,10
10:00:206,ADD,BID,149.79,10
10:00:206,ADD,ASK,149.99,10
10:00:207,ADD,BID,149.75,10
10:00:207,ADD,ASK,149.95,10
10:00:208,ADD,BID,149.76,10
10:00:208,ADD,ASK,149.96,10
10:00:209,ADD,BID,149.75,10
10:00:209,ADD,ASK,149.95,10
10:00:210,ADD,BID,149.74,10
10:00:210,ADD,ASK,149.94,10
10:00:211,ADD,BID,149.75,10
10:00:211,ADD,ASK,149.95,10
10:00:212,ADD,BID,149.72,10
10:00:212,ADD,ASK,149.92,10
10:00:213,ADD,BID,149.75,10
10:00:213,ADD,ASK,149.95,10
10:00:214,ADD,BID,149.75,10
10:00:214,ADD,ASK,149.95,10
10:00:215,ADD,BID,149.72,10
10:00:215,ADD,ASK,149.92,10
10:00:216,ADD,BID,149.76,10
10:00:216,ADD,ASK,149.96,10
10:00:217,ADD,BID,149.73,10
10:00:217,ADD,ASK,149.93,10
10:00:218,ADD,BID,149.71,10
10:00:218,ADD,ASK,149.91,10
10:00:219,ADD,BID,149.74,10
10:00:219,ADD,ASK,149.94,10
10:00:220,ADD,BID,149.77,10
10:00:220,ADD,ASK,149.97,10
10:00:221,ADD,BID,149.75,10
10:00:221,ADD,ASK,149.95,10
10:00:222,ADD,BID,149.74,10
10:00:222,ADD,ASK,149.94,10
10:00:223,ADD,BID,149.71,10
10:00:223,ADD,ASK,149.91,10
10:00:224,ADD,BID,149.71,10
10:00:224,ADD,ASK,149.91,10
10:00:225,ADD,BID,149.69,10
10:00:225,ADD,ASK,149.89,10
10:00:226,ADD,BID,149.67,10
10:00:226,ADD,ASK,149.87,10
10:00:227,ADD,BID,149.70,10
10:00:227,ADD,ASK,149.90,10
10:00:228,ADD,BID,149.73,10
10:00:228,ADD,ASK,149.93,10
10:00:229,ADD,BID,149.74,10
10:00:229,ADD,ASK,149.94,10
10:00:230,ADD,BID,149.73,10
10:00:230,ADD,ASK,149.93,10
10:00:231,ADD,BID,149.76,10
10:00:231,ADD,ASK,149.96,10
10:00:232,ADD,BID,149.77,10
10:00:232,ADD,ASK,149.97,10
10:00:233,ADD,BID,149.80,10
10:00:233,ADD,ASK,150.00,10
10:00:234,ADD,BID,149.79,10
10:00:234,ADD,ASK,149.99,10
10:00:235,ADD,BID,149.75,10
10:00:235,ADD,ASK,149.95,10
10:00:236,ADD,BID,149.75,10
10:00:236,ADD,ASK,149.95,10
10:00:237,ADD,BID,149.80,10
10:00:237,ADD,ASK,150.00,10
10:00:238,ADD,BID,149.75,10
10:00:238,ADD,ASK,149.95,10
10:00:239,ADD,BID,149.73,10
10:00:239,ADD,ASK,149.93,10
10:00:240,ADD,BID,149.74,10
10:00:240,ADD,ASK,149.94,10
10:00:241,ADD,BID,149.75,10
10:00:241,ADD,ASK,149.95,10
10:00:242,ADD,BID,149.80,10
10:00:242,ADD,ASK,150.00,10
10:00:243,ADD,BID,149.78,10
10:00:243,ADD,ASK,149.98,10
10:00:244,ADD,BID,149.78,10
10:00:244,ADD,ASK,149.98,10
10:00:245,ADD,BID,149.78,10
10:00:245,ADD,ASK,149.98,10
10:00:246,ADD,BID,149.80,10
10:00:246,ADD,ASK,150.00,10
10:00:247,ADD,BID,149.79,10
10:00:247,ADD,ASK,149.99,10
10:00:248,ADD,BID,149.76,10
10:00:248,ADD,ASK,149.96,10
10:00:249,ADD,BID,149.73,10
10:00:249,ADD,ASK,149.93,10
10:00:250,ADD,BID,149.77,10
10:00:250,ADD,ASK,149.97,10
10:00:251,ADD,BID,149.78,10
10:00:251,ADD,ASK,149.98,10
10:00:252,ADD,BID,149.74,10
10:00:252,ADD,ASK,149.94,10
10:00:253,ADD,BID,149.75,10
10:00:253,ADD,ASK,149.95,10
10:00:254,ADD,BID,149.78,10
10:00:254,ADD,ASK,149.98,10
10:00:255,ADD,BID,149.77,10
10:00:255,ADD,ASK,149.97,10
10:00:256,ADD,BID,149.72,10
10:00:256,ADD,ASK,149.92,10
10:00:257,ADD,BID,149.69,10
10:00:257,ADD,ASK,149.89,10
10:00:258,ADD,BID,149.66,10
10:00:258,ADD,ASK,149.86,10
10:00:259,ADD,BID,149.65,10
10:00:259,ADD,ASK,149.85,10
10:00:260,ADD,BID,149.68,10
10:00:260,ADD,ASK,149.88,10
10:00:261,ADD,BID,149.63,10
10:00:261,ADD,ASK,149.83,10
10:00:262,ADD,BID,149.60,10
10:00:262,ADD,ASK,149.80,10
10:00:263,ADD,BID,149.62,10
10:00:263,ADD,ASK,149.82,10
10:00:264,ADD,BID,149.61,10
10:00:264,ADD,ASK,149.81,10
10:00:265,ADD,BID,149.58,10
10:00:265,ADD,ASK,149.78,10
10:00:266,ADD,BID,149.58,10
10:00:266,ADD,ASK,149.78,10
10:00:267,ADD,BID,149.54,10
10:00:267,ADD,ASK,149.74,10
10:00:268,ADD,BID,149.52,10
10:00:268,ADD,ASK,149.72,10
10:00:269,ADD,BID,149.56,10
10:00:269,ADD,ASK,149.76,10
10:00:270,ADD,BID,149.51,10
10:00:270,ADD,ASK,149.71,10
10:00:271,ADD,BID,149.53,10
10:00:271,ADD,ASK,149.73,10
10:00:272,ADD,BID,149.57,10
10:00:272,ADD,ASK,149.77,10
10:00:273,ADD,BID,149.53,10
10:00:273,ADD,ASK,149.73,10
10:00:274,ADD,BID,149.53,10
10:00:274,ADD,ASK,149.73,10
10:00:275,ADD,BID,149.54,10
10:00:275,ADD,ASK,149.74,10
10:00:276,ADD,BID,149.51,10
10:00:276,ADD,ASK,149.71,10
10:00:277,ADD,BID,149.54,10
10:00:277,ADD,ASK,149.74,10
10:00:278,ADD,BID,149.53,10
10:00:278,ADD,ASK,149.73,10
10:00:279,ADD,BID,149.54,10
10:00:279,ADD,ASK,149.74,10
10:00:280,ADD,BID,149.54,10
10:00:280,ADD,ASK,149.74,10
10:00:281,ADD,BID,149.56,10
10:00:281,ADD,ASK,149.76,10
10:00:282,ADD,BID,149.57,10
10:00:282,ADD,ASK,149.77,10
10:00:283,ADD,BID,149.55,10
10:00:283,ADD,ASK,149.75,10
10:00:284,ADD,BID,149.50,10
10:00:284,ADD,ASK,149.70,10
10:00:285,ADD,BID,149.51,10
10:00:285,ADD,ASK,149.71,10
10:00:286,ADD,BID,149.56,10
10:00:286,ADD,ASK,149.76,10
10:00:287,ADD,BID,149.54,10
10:00:287,ADD,ASK,149.74,10
10:00:288,ADD,BID,149.50,10
10:00:288,ADD,ASK,149.70,10
10:00:289,ADD,BID,149.54,10
10:00:289,ADD,ASK,149.74,10
10:00:290,ADD,BID,149.51,10
10:00:290,ADD,ASK,149.71,10
10:00:291,ADD,BID,149.53,10
10:00:291,ADD,ASK,149.73,10
10:00:292,ADD,BID,149.55,10
10:00:292,ADD,ASK,149.75,10
10:00:293,ADD,BID,149.52,10
10:00:293,ADD,ASK,149.72,10
10:00:294,ADD,BID,149.53,10
10:00:294,ADD,ASK,149.73,10
10:00:295,ADD,BID,149.50,10
10:00:295,ADD,ASK,149.70,10
10:00:296,ADD,BID,149.54,10
10:00:296,ADD,ASK,149.74,10
10:00:297,ADD,BID,149.49,10
10:00:297,ADD,ASK,149.69,10
10:00:298,ADD,BID,149.49,10
10:00:298,ADD,ASK,149.69,10
10:00:299,ADD,BID,149.44,10
10:00:299,ADD,ASK,149.64,10
10:00:300,ADD,BID,149.48,10
10:00:300,ADD,ASK,149.68,10
10:00:301,ADD,BID,149.49,10
10:00:301,ADD,ASK,149.69,10
10:00:302,ADD,BID,149.53,10
10:00:302,ADD,ASK,149.73,10
10:00:303,ADD,BID,149.52,10
10:00:303,ADD,ASK,149.72,10
10:00:304,ADD,BID,149.55,10
10:00:304,ADD,ASK,149.75,10
10:00:305,ADD,BID,149.52,10
10:00:305,ADD,ASK,149.72,10
10:00:306,ADD,BID,149.53,10
10:00:306,ADD,ASK,149.73,10
10:00:307,ADD,BID,149.54,10
10:00:307,ADD,ASK,149.74,10
10:00:308,ADD,BID,149.55,10
10:00:308,ADD,ASK,149.75,10
10:00:309,ADD,BID,149.55,10
10:00:309,ADD,ASK,149.75,10
10:00:310,ADD,BID,149.51,10
10:00:310,ADD,ASK,149.71,10
10:00:311,ADD,BID,149.50,10
10:00:311,ADD,ASK,149.70,10
10:00:312,ADD,BID,149.53,10
10:00:312,ADD,ASK,149.73,10
10:00:313,ADD,BID,149.53,10
10:00:313,ADD,ASK,149.73,10
10:00:314,ADD,BID,149.50,10
10:00:314,ADD,ASK,149.70,10
10:00:315,ADD,BID,149.47,10
10:00:315,ADD,ASK,149.67,10
10:00:316,ADD,BID,149.49,10
10:00:316,ADD,ASK,149.69,10
10:00:317,ADD,BID,149.46,10
10:00:317,ADD,ASK,149.66,10
10:00:318,ADD,BID,149.43,10
10:00:318,ADD,ASK,149.63,10
10:00:319,ADD,BID,149.43,10
10:00:319,ADD,ASK,149.63,10
10:00:320,ADD,BID,149.40,10
10:00:320,ADD,ASK,149.60,10
10:00:321,ADD,BID,149.38,10
10:00:321,ADD,ASK,149.58,10
10:00:322,ADD,BID,149.35,10
10:00:322,ADD,ASK,149.55,10
10:00:323,ADD,BID,149.38,10
10:00:323,ADD,ASK,149.58,10
10:00:324,ADD,BID,149.36,10
10:00:324,ADD,ASK,149.56,10
10:00:325,ADD,BID,149.41,10
10:00:325,ADD,ASK,149.61,10
10:00:326,ADD,BID,149.37,10
10:00:326,ADD,ASK,149.57,10
10:00:327,ADD,BID,149.39,10
10:00:327,ADD,ASK,149.59,10
10:00:328,ADD,BID,149.37,10
10:00:328,ADD,ASK,149.57,10
10:00:329,ADD,BID,149.35,10
10:00:329,ADD,ASK,149.55,10
10:00:330,ADD,BID,149.34,10
10:00:330,ADD,ASK,149.54,10
10:00:331,ADD,BID,149.31,10
10:00:331,ADD,ASK,149.51,10
10:00:332,ADD,BID,149.27,10
10:00:332,ADD,ASK,149.47,10
10:00:333,ADD,BID,149.26,10
10:00:333,ADD,ASK,149.46,10
10:00:334,ADD,BID,149.24,10
10:00:334,ADD,ASK,149.44,10
10:00:335,ADD,BID,149.28,10
10:00:335,ADD,ASK,149.48,10
10:00:336,ADD,BID,149.31,10
10:00:336,ADD,ASK,149.51,10
10:00:337,ADD,BID,149.33,10
10:00:337,ADD,ASK,149.53,10
10:00:338,ADD,BID,149.37,10
10:00:338,ADD,ASK,149.57,10
10:00:339,ADD,BID,149.42,10
10:00:339,ADD,ASK,149.62,10
10:00:340,ADD,BID,149.47,10
10:00:340,ADD,ASK,149.67,10
10:00:341,ADD,BID,149.51,10
10:00:341,ADD,ASK,149.71,10
10:00:342,ADD,BID,149.48,10
10:00:342,ADD,ASK,149.68,10
10:00:343,ADD,BID,149.53,10
10:00:343,ADD,ASK,149.73,10
10:00:344,ADD,BID,149.48,10
10:00:344,ADD,ASK,149.68,10
10:00:345,ADD,BID,149.44,10
10:00:345,ADD,ASK,149.64,10
10:00:346,ADD,BID,149.42,10
10:00:346,ADD,ASK,149.62,10
10:00:347,ADD,BID,149.39,10
10:00:347,ADD,ASK,149.59,10
10:00:348,ADD,BID,149.42,10
10:00:348,ADD,ASK,149.62,10
10:00:349,ADD,BID,149.44,10
10:00:349,ADD,ASK,149.64,10
10:00:350,ADD,BID,149.41,10
10:00:350,ADD,ASK,149.61,10
10:00:351,ADD,BID,149.39,10
10:00:351,ADD,ASK,149.59,10
10:00:352,ADD,BID,149.35,10
10:00:352,ADD,ASK,149.55,10
10:00:353,ADD,BID,149.36,10
10:00:353,ADD,ASK,149.56,10
10:00:354,ADD,BID,149.38,10
10:00:354,ADD,ASK,149.58,10
10:00:355,ADD,BID,149.43,10
10:00:355,ADD,ASK,149.63,10
10:00:356,ADD,BID,149.45,10
10:00:356,ADD,ASK,149.65,10
10:00:357,ADD,BID,149.45,10
10:00:357,ADD,ASK,149.65,10
